統一編號: ,公司名稱: ,公司地址: ,資本額總額: ,核准設立日期: ,最後核准變更日期: ,公司狀態: ,代表人/創辦人/員工: ,industry0,industry1,,登記種類: ,登記機關名稱: ,category1,category2,category3,category4,category5,category6,category7,category8,category9,category10
85113764,廣明有限公司,基隆市中正區中正路18號9樓之1,100000,2019-10-23,2020-03-09,核准設立,翁基福,2019-10-23,資本額(元): ,農作物栽培業,,,公司登記,營業人名稱: ,廣明有限公司,統一編號: ,85113764,營業地址: ,基隆市中正區港通里中正路１８號９樓之１,使用統一發票: ,是,設立日期: 
85214897,宜蓁娃娃屋,基隆市中正區中正路608號1樓,200000,2019-07-25,2020-03-10,核准設立 - 獨資 (核准文號: 1090000473),,否,設立日期: ,,,基隆市政府,李淑媛,登記種類: ,商業登記,營業人名稱: ,宜蓁娃娃屋,統一編號: ,85214897,營業地址: ,基隆市中正區中正里中正路６０８號１樓,使用統一發票: 
85215489,廣源清潔行,基隆市中正區中正路34號3樓之3,200000,2019-08-02,2019-08-02,核准設立 - 獨資,,是,設立日期: ,,,基隆市政府,顏君婷,登記種類: ,商業登記,營業人名稱: ,廣源清潔行,統一編號: ,85215489,營業地址: ,基隆市中正區港通里中正路３４號３樓之３,使用統一發票: 
85215571,特司樂芙企業社,基隆市中正區正濱路96號1樓,200000,2019-12-11,,核准設立 - 獨資 (核准文號: 1080002620),劉姿妤,統一編號: ,85215571,,,基隆市政府,商業登記,營業人名稱: ,特司樂芙企業社,營業地址: ,,,,,,
85215642,津波影像工作室,基隆市中正區正榮街55之2號,100000,2019-12-12,,核准設立 - 獨資 (核准文號: 1080002637),鍾佳汶,2019-12-12,資本額(元): ,,,基隆市政府,商業登記,營業人名稱: ,津波影像工作室,統一編號: ,85215642,營業地址: ,基隆市中正區正砂里正榮街５５之２號,使用統一發票: ,否,設立日期: 
85216261,倪樂廚坊,基隆市中正區正濱路14號1樓,150000,2020-01-07,,核准設立 - 獨資 (核准文號: 1090000038),鄭詔佳,營業人名稱: ,倪樂廚坊,,,基隆市政府,商業登記,統一編號: ,,,,,,,,
85216570,大春小吃店,基隆市中正區中正路217號1樓,150000,2020-01-31,,核准設立 - 獨資 (核准文號: 1090000170),鄭仲評,營業人名稱: ,大春小吃店,,,基隆市政府,商業登記,統一編號: ,,,,,,,,
85216733,美滋客披薩坊,基隆市中正區中正路417號1樓,100000,2019-08-13,,核准設立 - 獨資 (核准文號: 1080001766),王九明,統一編號: ,85216733,,,基隆市政府,商業登記,營業人名稱: ,美滋客披薩坊,營業地址: ,,,,,,
85217064,艾菲國際批發物流企業社,基隆市中正區中正路334巷6號4樓,150000,2019-08-28,2020-02-24,歇業 - 獨資 (核准文號: 1090000346),,登記種類: ,商業登記,,,基隆市政府,陳惠美,營業人名稱: ,,,,,,,,
85217281,世君平價熱炒店,基隆市中正區正濱路6號1樓,100000,2019-09-06,2019-09-06,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,蘇晉玄,營業人名稱: ,,,,,,,,
85217819,果寶商行,基隆市中正區中正路366號5樓,50000,2020-02-19,,核准設立 - 獨資 (核准文號: 1090000308),黃貞資,統一編號: ,85217819,,,基隆市政府,商業登記,營業人名稱: ,果寶商行,營業地址: ,,,,,,
85218351,希金快剪店,基隆市中正區中正路812號1樓,150000,2020-03-13,,核准設立 - 獨資 (核准文號: 1090000512),陳雅婷,統一編號: ,85218351,,,基隆市政府,商業登記,營業人名稱: ,希金快剪店,營業地址: ,,,,,,
85218556,天翼企業社,基隆市中正區正義里正義路２９巷１３-１號,200000,2019-09-23,,核准設立 - 獨資 (核准文號: 1080002059),劉哲維,2019-09-23,資本額(元): ,五金批發業,,基隆市政府,商業登記,營業人名稱: ,天翼企業社,統一編號: ,85218556,營業地址: ,基隆市中正區正義里正義路２９巷１３―１號,使用統一發票: ,是,設立日期: 
85218710,夾多多歡樂屋,基隆市中正區中正路650號,200000,2019-10-02,,核准設立 - 獨資 (核准文號: 1080002113),劉丞峯,統一編號: ,85218710,,,基隆市政府,商業登記,營業人名稱: ,夾多多歡樂屋,營業地址: ,,,,,,
85219416,閑閑美食屋,基隆市中正區正濱路40號1樓,100000,2019-10-15,,核准設立 - 獨資 (核准文號: 1080002211),林正平,營業人名稱: ,閑閑美食屋,,,基隆市政府,商業登記,統一編號: ,,,,,,,,
85219561,宇宙維網路工作室,基隆市中正區中正路216-1號6樓,50000,2019-10-21,,核准設立 - 獨資 (核准文號: 1080002262),陳秉塤,2019-10-21,資本額(元): ,一般廣告服務業,,基隆市政府,商業登記,營業人名稱: ,宇宙維網路工作室,統一編號: ,85219561,營業地址: ,基隆市中正區中砂里中正路２１６―１號６樓,使用統一發票: ,是,設立日期: 
85219577,清正味號,基隆市中正區中正路542號1樓,200000,2019-10-21,,核准設立 - 獨資 (核准文號: 1080002265),楊宗坤,使用統一發票: ,否,,,基隆市政府,商業登記,營業人名稱: ,清正味號,統一編號: ,85219577,營業地址: ,基隆市中正區中濱里中正路５４２號１樓,設立日期: ,,
85219746,星岳工作室,基隆市中正區中正路404號3樓之1,50000,2020-04-14,,核准設立 - 獨資 (核准文號: 1090000751),陳絹能,營業人名稱: ,星岳工作室,,商業登記,,,,,,,,,,,
85220315,振銘工程行,基隆市中正區正濱路92號,200000,2020-04-22,,核准設立 - 獨資 (核准文號: 1090000823),龔振銘,營業人名稱: ,振銘工程行,,商業登記,,,,,,,,,,,
85220384,莉珠商店,基隆市中正區中正路493號1.2樓,240000,2020-04-23,,核准設立 - 獨資 (核准文號: 1090000851),李莉珠,營業人名稱: ,莉珠商店,,商業登記,,,,,,,,,,,
86081874,億利船務代理有限公司,基隆市中正區港通里中正路18號6樓之1,9000000,1991-03-02,2019-05-17,核准設立,,登記種類: ,公司登記,,,經濟部中部辦公室,鄭寶華,營業人名稱: ,,,,,,,,
86192858,台維企業有限公司,基隆市中正區中正路402號,5000000,1991-05-21,2007-10-17,核准設立,,基隆市中正區正砂里中正路４０２號,使用統一發票: ,,,經濟部中部辦公室,陸長元,登記種類: ,公司登記,營業人名稱: ,台維企業有限公司,統一編號: ,86192858,營業地址: , 中正區 ,
86205024,東鼎報關有限公司,基隆市中正區中正路4號3樓,5000000,1991-06-04,2013-11-18,核准設立,,盧宗慶,登記種類: ,,,經濟部中部辦公室,公司登記,,,,,,,,,
86433863,中華船舶企業有限公司,基隆市中正區中濱里中正路548號1樓,5000000,1991-12-23,2006-10-16,,,基隆市中正區中濱里中正路５４８號１樓,使用統一發票: ,儀器、儀表安裝工程業,,經濟部中部辦公室,核准設立,代表人/創辦人/員工: ,陳增德,登記種類: ,公司登記,營業人名稱: ,中華船舶企業有限公司,統一編號: ,86433863,營業地址: 
86435638,久川企業行有限公司,基隆市中正區中正路722號1樓,5000000,1991-12-26,2017-01-23,,,基隆市中正區正濱里中正路７２２號１樓,使用統一發票: ,,,經濟部中部辦公室,核准設立,代表人/創辦人/員工: ,劉碧連,登記種類: ,公司登記,營業人名稱: ,久川企業行有限公司,統一編號: ,86435638,營業地址: 
86545781,新隆輪業有限公司,基隆市中正區祥豐街一九五號一樓,1000000,1992-01-24,1998-06-05,核准設立,,登記種類: ,公司登記,,,經濟部中部辦公室,林漢定,統一編號: ,,,,,,,,
86563725,艾帝爾電腦有限公司,基隆市中正區中正路812號底層,800000,1992-02-20,2016-07-11,核准設立,,營業人名稱: ,艾帝爾電腦有限公司,,,經濟部中部辦公室,朱麗惠,登記種類: ,公司登記,統一編號: ,,,,,,
86602071,翊敦股份有限公司,基隆市中正區中正路383之4號1樓,8000000,1992-03-31,2017-08-24,,,李明良,登記種類: ,,,經濟部中部辦公室,核准設立,代表人/創辦人/員工: ,公司登記,,,,,,,
86636754,理竹工業有限公司,基隆市中正區中正路88號,10000000,1992-04-16,2016-06-29,,,統一編號: ,86636754,,,經濟部中部辦公室,核准設立,代表人/創辦人/員工: ,官思呈,登記種類: ,公司登記,營業人名稱: ,理竹工業有限公司,使用統一發票: ,,
86643214,嘉元企業有限公司,基隆市中正區中正路三四號三樓之一,650000,1992-05-02,2016-05-10,,,登記種類: ,公司登記,,,經濟部中部辦公室,核准設立,代表人/創辦人/員工: ,王慧琳,營業地址: ,,,,,,
86662464,雅丘建設有限公司,基隆市中正區中正路34號7樓之7,29000000,1992-05-18,2019-08-27,核准設立,,基隆市中正區港通里中正路３４號７樓之７,使用統一發票: ,,,經濟部中部辦公室,余佩珊,登記種類: ,公司登記,營業人名稱: ,雅丘建設有限公司,統一編號: ,86662464,營業地址: ,否,
86924642,信成通運股份有限公司,基隆市中正區正義路46號,30000000,1992-10-09,2016-07-25,,,趙淑玲,登記種類: ,,,經濟部中部辦公室,核准設立,代表人/創辦人/員工: ,86924642,,,,,,,
89510651,達陽通運有限公司,基隆市中正區中正路34號3樓之2,25200000,1995-05-10,2017-07-10,核准設立,,是,設立日期: ,汽車貨運業,,經濟部中部辦公室,吳美滿,登記種類: ,公司登記,營業人名稱: ,達陽通運有限公司,統一編號: ,89510651,營業地址: ,基隆市中正區港通里中正路３４號３樓之２,使用統一發票: 
89550576,浩鼎實業有限公司,基隆市中正區正義路2巷42-3號4樓,10000000,1995-06-13,2010-04-29,核准設立,,是,設立日期: ,燃料導管安裝工程業,,經濟部中部辦公室,萬鎮榮,登記種類: ,公司登記,營業人名稱: ,浩鼎實業有限公司,統一編號: ,89550576,營業地址: ,基隆市中正區正義里正義路２巷４２之３號４樓,使用統一發票: 
89637736,東盟國際通運有限公司,基隆市中正區港通里中正路34號3樓之3,7500000,1995-12-21,2020-01-16,核准設立,,公司登記,營業人名稱: ,,,臺北市政府,洪孟琳,登記種類: ,89637736,,,,,,,
89674703,世鎧工程有限公司,基隆市中正區正船里中船路78巷27號2樓,5000000,1995-08-17,2013-05-28,核准設立,,是,設立日期: ,,,經濟部中部辦公室,高美色,登記種類: ,公司登記,營業人名稱: ,世鎧工程有限公司,統一編號: ,89674703,營業地址: ,基隆市中正區正船里中船路７８巷２７號２樓,使用統一發票: 
89682598,任騰禮品有限公司,基隆市中正區正榮街77巷10號2樓,1000000,1995-08-25,2017-07-28,核准設立,,登記種類: ,公司登記,,,經濟部中部辦公室,謝惇南,營業人名稱: ,,,,,,,,
89774999,普新股份有限公司,基隆市中正區中正路164之21號,10005000,1995-11-06,2017-10-18,,,基隆市中正區入船里中正路１６４之２１號,使用統一發票: ,其他電機及電子機械器材製造業,,經濟部中部辦公室,核准設立,代表人/創辦人/員工: ,陳曼玲,登記種類: ,公司登記,營業人名稱: ,普新股份有限公司,統一編號: ,89774999,營業地址: 
89993896,元昌一機械工廠有限公司,基隆市中正區正砂里中正路143號1樓,22000000,1994-12-20,2018-11-14,,,公司登記,營業人名稱: ,,,經濟部中部辦公室,核准設立,代表人/創辦人/員工: ,呂春益,登記種類: ,是,,,,,
96937483,大沙灣加油槍股份有限公司,基隆市中正區中正路99號7樓之2,10000000,1996-02-13,2020-02-03,,,96937483,營業地址: ,,,,經濟部中部辦公室,公司狀態: ,核准設立,代表人/創辦人/員工: ,陳信文,登記種類: ,公司登記,營業人名稱: ,大沙灣加油槍股份有限公司,統一編號: 
97229115,華晟報關有限公司,基隆市中正區中正路34號6樓之1,5000000,1996-09-30,2019-07-17,核准設立,,張博鏞,登記種類: ,,,經濟部中部辦公室,公司登記,,,,,,,,,
98095557,建芳製麵店,基隆市中正區中正路536號1樓,3000,2016-04-08,2016-04-08,核准設立 - 獨資 (核准文號: 1050000667),,營業人名稱: ,建芳製麵店,,,基隆市政府,楊鎮吉,登記種類: ,商業登記,統一編號: ,,,,,,
98095894,漁民理髮部,基隆市中正區中正路三九一號一樓,30000,1998-04-03,1998-04-03,核准設立 - 獨資,,梁楊妙,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
98098512,帝鑫捲門行,基隆市中正區中正路五八四號一樓,1000000,1996-03-15,1996-03-15,核准設立 - 獨資,,吳英賢,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
98098920,信奕機車行,基隆市中正區中正路三七Ｏ號一樓,5000,1996-06-25,1996-06-25,核准設立 - 獨資,,劉詹傳,登記種類: ,,,基隆市政府,信奕機車行,,,,,,,,,
98099738,東北釣具行,基隆市中正區中正路六八號一樓,100000,1996-10-18,1996-10-18,核准設立 - 獨資,,蕭國華,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
98099809,老日利商店,基隆市中正區中正路一二七號一樓,100000,1996-11-02,1996-11-02,核准設立 - 獨資,,簡沈金桂,登記種類: ,,,基隆市政府,老日利商店,,,,,,,,,
98100046,永晟汽車保養所,基隆市中正區正義路三五號一樓,100000,1996-12-17,2005-06-06,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,楊香珍,營業地址: ,,,,,,,,
98100073,祥隆鋁門窗行,基隆市中正區祥豐街491號,5000,1996-12-24,2014-12-10,核准設立 - 獨資 (核准文號: 1030002887),,營業人名稱: ,祥隆鋁門窗行,,,基隆市政府,吳俊誠,登記種類: ,商業登記,營業地址: ,,,,,,
98100616,中易系統工作室,基隆市中正區中正路七六Ｏ巷四八號一樓,200000,1997-03-31,2019-10-03,歇業 - 獨資 (核准文號: 1080002123),,登記種類: ,商業登記,,,基隆市政府,戚桐欣,營業人名稱: ,,,,,,,,
98101143,綠洲園藝企業社,基隆市中正區港通里中正路２２號１樓,2000000,1997-06-05,2016-10-27,核准設立 - 獨資,,是,設立日期: ,,,基隆市政府,蕭晢韋,登記種類: ,商業登記,營業人名稱: ,綠洲園藝企業社,統一編號: ,98101143,營業地址: ,基隆市中正區港通里中正路２２號１樓,使用統一發票: 
98101170,申發電機行,基隆市中正區中正路五九六號一樓,9000,1997-06-03,1997-06-03,核准設立 - 獨資,,劉志賢,登記種類: ,,,基隆市政府,98101170,,,,,,,,,
98101452,全買行,基隆市中正區中正路350號之1，1樓,50000,1997-07-07,2019-03-11,核准設立 - 獨資 (核准文號: 1080000501),,使用統一發票: ,否,五金批發業,,基隆市政府,陳奇鄉,登記種類: ,商業登記,營業人名稱: ,全買行,統一編號: ,98101452,營業地址: ,基隆市中正區正砂里中正路３５０之１號，１樓,F106010
98102240,乙乙乙一一一人人人福氣起重行,基隆市中正區中正路Ｏ號二九五之四號五樓,20000,1997-11-20,1997-11-20,核准設立 - 獨資,,黃朝明,登記種類: ,,,基隆市政府,乙乙乙一一一人人人福氣起重行,,,,,,,,,
98102261,瑞泰銀樓,基隆市中正區中砂里中正路二九四號一樓,200000,1997-10-24,2001-08-14,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,何榮泰,營業地址: ,,,,,,,,
98102298,東泰汽車工程行,基隆市中正區中正路一二一號一樓,200000,1997-11-10,2003-05-27,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,陳啟明,統一編號: ,,,,,,,,
98102537,全德眼鏡行,基隆市中正區中正路七九六號一樓,50000,1997-12-15,2016-09-01,核准設立 - 獨資 (核准文號: 1050001816),,林顯丞,登記種類: ,,,基隆市政府,全德眼鏡行,,,,,,,,,
98102635,志福魚行,基隆市中正區中正路三九一號一Ｏ九室,30000,1998-01-07,2018-10-09,歇業 - 獨資 (核准文號: 1070002072),,營業人名稱: ,志福魚行,,,基隆市政府,粘秀乖,登記種類: ,商業登記,統一編號: ,,,,,,
98102706,超威舞台工程企業社,基隆市中正區中正路一七九號三樓,200000,1998-02-20,1998-02-20,核准設立 - 獨資,,俞曾淑卿,登記種類: ,,,基隆市政府,98102706,,,,,,,,,
98112839,豪逸汽車材料行,基隆市中正區中正路五六八號之四一樓,200000,1998-04-15,1998-04-15,核准設立 - 獨資,,蔡謙良,登記種類: ,,,基隆市政府,豪逸汽車材料行,,,,,,,,,
98113464,鴻利伍零壹號,基隆市中正區中正路三九三巷一四號一樓,200000,1998-07-01,1998-07-01,核准設立 - 獨資,,林榮宗,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
98113470,鴻利捌號,基隆市中正區中正路三九三巷一四號一樓,200000,1998-07-01,1998-07-01,核准設立 - 獨資,,林榮宗,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
98113653,中台企業社,基隆市中正區中正路470號4樓,200000,1998-08-03,2017-11-17,核准設立 - 獨資 (核准文號: 1060002387),,統一編號: ,98113653,,,基隆市政府,許志賢,登記種類: ,商業登記,營業人名稱: ,中台企業社,使用統一發票: ,,,,
98114225,吉門企業行,基隆市中正區中正路403號1樓,200000,1998-10-23,2019-02-15,核准設立 - 獨資 (核准文號: 1080000290),,營業地址: ,基隆市中正區中正里中正路４０３號１樓,,,基隆市政府,陳素容,登記種類: ,商業登記,營業人名稱: ,吉門企業行,統一編號: ,98114225, 精密儀器批發業 ,,
98114999,景仁魚行,基隆市中正區中正路三九一號一Ｏ九室,30000,1999-03-10,2019-07-12,歇業 - 獨資 (核准文號: 1080001547),,登記種類: ,商業登記,,,基隆市政府,李富強,營業人名稱: ,,,,,,,,
98115076,銘香堂商行,基隆市中正區中正路590號1樓,3000,1999-06-25,2016-03-02,核准設立 - 獨資 (核准文號: 1050000366),,統一編號: ,98115076,,,基隆市政府,陳英仁,登記種類: ,商業登記,營業人名稱: ,銘香堂商行,設立日期: ,,,,
98115364,全盛漁行,基隆市中正區中正路三九一號一Ｏ九室（限作辦公室使用）,30000,1999-04-21,2002-06-05,核准設立 - 獨資,,林潘阿香,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
98116363,東慶行,基隆市中正區中正路4號,20000,1999-10-08,2014-12-31,核准設立 - 獨資 (核准文號: 1030003188),,營業人名稱: ,東慶行,,,基隆市政府,林淯鰫,登記種類: ,商業登記,設立日期: ,,,,,,
00156501,明亞傢俱裝璜行,基隆市中正區正義里義二路一四七號一樓,200000,1957-08-15,2000-02-11,核准設立 - 獨資,,統一編號: ,00156501,,,基隆市政府,駱錫賢,登記種類: ,商業登記,營業人名稱: ,明亞傢俱裝璜行,設立日期: ,,,,
00468357,顏氏有限公司,基隆市中正區正義路64號,5000000,1969-12-27,2016-07-06,核准設立,,是,設立日期: ,冷凍空調工程業,,經濟部中部辦公室,顏必安,登記種類: ,公司登記,營業人名稱: ,顏氏有限公司,統一編號: ,00468357,營業地址: ,基隆市中正區信義里正義路６４號,使用統一發票: 
00660446,駿風企業有限公司,基隆市中正區入船里中正路164-18號,5000000,1974-04-08,2016-06-27,核准設立,,是,設立日期: ,食品什貨、飲料零售業,,經濟部中部辦公室,藺全生,登記種類: ,公司登記,營業人名稱: ,駿風企業有限公司,統一編號: ,00660446,營業地址: ,基隆市中正區入船里中正路１６４之１８號,使用統一發票: 
00663865,宏基企業股份有限公司,基隆市中正區信二路287號,2000000,1974-07-18,2019-05-15,,,基隆市中正區德義里信二路２８７號,使用統一發票: ,,,經濟部中部辦公室,核准設立,代表人/創辦人/員工: ,洪馨萍,登記種類: ,公司登記,營業人名稱: ,宏基企業股份有限公司,統一編號: ,00663865,營業地址: 
00666342,明仁行,基隆市中正區中船路七巷二五號一樓,20000,1975-02-28,2007-09-20,核准設立 - 獨資,,營業人名稱: ,明仁行,,,基隆市政府,張富仁,登記種類: ,商業登記,營業地址: ,,,,,,
00676799,大新餅店,基隆市中正區中船路七Ｏ號,200000,1976-01-08,2011-06-10,核准設立 - 獨資,,陳朝宗,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00678207,榮成水電行,基隆市中正區中船路五巷四四號一樓,30000,1976-02-27,2007-04-25,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,郭蒼成,統一編號: ,,,,,,,,
00685452,川集機械工程有限公司,基隆市中正區中船路56號,1200000,1976-10-27,2016-10-27,核准設立,,統一編號: ,00685452,,,經濟部中部辦公室,楊黃寶猜,登記種類: ,公司登記,營業人名稱: ,川集機械工程有限公司,使用統一發票: ,,,,
00697653,仁和汽車材料行,基隆市中正區中船路五巷二六號,200000,1978-05-12,2010-11-02,核准設立 - 合夥,,洪誌遠,登記種類: ,,,基隆市政府,仁和汽車材料行,,,,,,,,,
00782790,全由企業股份有限公司,基隆市中正區信三路14號,5200000,1981-06-18,2016-06-02,,,基隆市中正區港通里信三路１４號,使用統一發票: ,,,經濟部中部辦公室,核准設立,代表人/創辦人/員工: ,張維中,登記種類: ,公司登記,營業人名稱: ,全由企業股份有限公司,統一編號: ,00782790,營業地址: 
00789891,海陸機械工程有限公司,基隆市中正區正砂里中正路119巷24號,11000000,1984-06-13,2018-06-07,核准設立,,是,設立日期: ,機械安裝業,,經濟部中部辦公室,張慧美,登記種類: ,公司登記,營業人名稱: ,海陸機械工程有限公司,統一編號: ,00789891,營業地址: ,基隆市中正區正砂里中正路１１９巷２４號,使用統一發票: 
00812078,欣欣商店,基隆市中正區中船路7巷45號1樓,30000,1979-11-01,2011-03-29,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,趙宗源,營業人名稱: ,,,,,,,,
00815791,金華山銀樓,基隆市中正區中船路七巷三三號,150000,1980-03-21,1980-03-21,核准設立 - 獨資,,賴阿溪,登記種類: ,,,基隆市政府,金華山銀樓,,,,,,,,,
00833849,永興汽車材料行,基隆市中正區正義里信五路１３號１樓,50000,1981-06-16,2014-08-06,核准設立 - 獨資 (核准文號: 1030001701),,統一編號: ,00833849,,,基隆市政府,呂麗菊,登記種類: ,商業登記,營業人名稱: ,永興汽車材料行,設立日期: ,,,,
00833974,上輝電工器材行,基隆市中正區中船路五巷四Ｏ號,50000,1981-06-26,1988-10-19,核准設立 - 獨資,,林文輝,登記種類: ,,,基隆市政府,00833974,,,,,,,,,
00835451,萬利行,基隆市中正區中船里中正路１３４號１樓,1000000,1981-08-27,2016-07-12,核准設立 - 合夥 (核准文號: 1050001410),,統一編號: ,00835451,,,基隆市政府,叢福寶,登記種類: ,商業登記,營業人名稱: ,萬利行,資本額(元): ,,,,
00850109,新中旅通運股份有限公司,基隆市中正區義一路18號13樓（A）棟　,100000000,1982-12-30,2018-07-12,,,基隆市中正區港通里義一路１８號１３樓Ａ棟,使用統一發票: ,報關業,,經濟部中部辦公室,核准設立,代表人/創辦人/員工: ,陳建宏,登記種類: ,公司登記,營業人名稱: ,新中旅通運股份有限公司,統一編號: ,00850109,營業地址: 
00853422,世紀食品行,基隆市中正區義一路31號,200000,1983-10-27,2020-03-17,核准設立 - 獨資 (核准文號: 1090000533),,黃隆慶,登記種類: ,,,基隆市政府,00853422,,,,,,,,,
00859798,善茀企業社,基隆市中正區中船路四六號一樓,1000000,1984-10-03,2011-06-21,核准設立 - 獨資,,營業地址: ,基隆市中正區正船里中船路４６號,,,基隆市政府,黃忠結,登記種類: ,商業登記,營業人名稱: ,善茀企業社,統一編號: ,00859798,資本額(元): ,,
00862914,新復昌行,基隆市中正區中船路七巷二九號,3000,1983-08-19,2019-06-04,歇業 - 獨資 (核准文號: 1080001211),,營業人名稱: ,新復昌行,,,基隆市政府,呂令香,登記種類: ,商業登記,營業地址: ,,,,,,
00871863,同興五金有限公司,基隆市中正區義一路206號,500000,1984-06-30,2012-06-11,核准設立,,營業人名稱: ,同興五金有限公司,,,經濟部中部辦公室,張再興,登記種類: ,公司登記,統一編號: ,,,,,,
00894633,新菊蘭香舖分舖,基隆市中正區中船路七巷四八號一樓,5000,1985-07-05,2006-04-07,核准設立 - 獨資組織分支機構,,代表人/創辦人/員工: ,邱OO,,,基隆市政府,,,,,,,,,,
00895289,長業船機工程有限公司,基隆市中正區中船路102之2號3樓,6000000,1985-07-29,2016-04-07,核准設立,,是,設立日期: ,,,經濟部中部辦公室,張吳桂枝,登記種類: ,公司登記,營業人名稱: ,長業船機工程有限公司,統一編號: ,00895289,營業地址: ,基隆市中正區正船里中船路１０２之２號３樓,使用統一發票: 
00900092,基盛帆市行,基隆市中正區信五路五七號,10000,1985-08-05,2004-07-05,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,高素華,營業人名稱: ,,,,,,,,
00909354,雙華乾洗店,基隆市中正區中船路五巷一七號一樓,5000,1986-08-09,1986-08-09,核准設立 - 獨資,,王建順,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00940496,瑞益百貨行,基隆市中正區調和街二號之四一,15000,1985-11-20,2019-01-24,歇業 - 獨資 (核准文號: 1080000187),,營業地址: ,基隆市中正區砂子里調和街１８號,,,基隆市政府,李建隆,登記種類: ,商業登記,營業人名稱: ,瑞益百貨行,統一編號: ,00940496,使用統一發票: ,,
00942451,偉新五金行,基隆市中正區義一路八二號１樓,1000000,1987-02-16,2003-12-29,核准設立 - 獨資,,營業人名稱: ,偉新五金行,,,基隆市政府,陳祥鶴,登記種類: ,商業登記,設立日期: ,,,,,,
00945128,日發企業社,基隆市中正區建國里祥豐街四三一號一樓,2005000,1988-01-11,2011-09-29,核准設立 - 獨資,,是,設立日期: ,布疋、衣著、鞋、帽、傘、服飾品零售業,,基隆市政府,薛中基,登記種類: ,商業登記,營業人名稱: ,日發企業社,統一編號: ,00945128,營業地址: ,基隆市中正區建國里祥豐街４３１號,使用統一發票: 
00945387,正豐企業社,基隆市中正區信義里義二路179巷2號3樓,8000,1988-01-26,2020-04-29,核准設立 - 獨資 (核准文號: 1090000939),,林弘志,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00945859,長安鐘錶行,基隆市中正區中船路七巷三Ｏ號一樓,3000,1988-04-11,1988-04-11,核准設立 - 獨資,,陳安富,登記種類: ,,,基隆市政府,長安鐘錶行,,,,,,,,,
00946029,琦巧美容院,基隆市中正區中船路七巷二六號一樓,3000,1988-05-17,1988-05-17,核准設立 - 獨資,,王月梅,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00946040,永弘禮儀用品社,基隆市中正區中船路五巷四八號,40000,1988-04-30,2007-03-28,核准設立 - 合夥,,統一編號: ,00946040,,,基隆市政府,羅? 宏,登記種類: ,商業登記,營業人名稱: ,永弘禮儀用品社,使用統一發票: ,,,,
00946484,翔鮮魚號,基隆市中正區中正里中正路393巷3-4號2樓203室,30000,1988-08-02,2016-08-10,核准設立 - 獨資 (核准文號: 1050001647),,蕭簡金釣,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00946626,豐勝魚行,基隆市中正區中正里中正路393巷3-4號2樓203室,30000,1988-08-23,2019-01-23,歇業 - 獨資 (核准文號: 1080000179),,傅立康,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
02503909,大豐行,基隆市中正區和一路五Ｏ號,5000,1959-10-15,1987-04-13,核准設立 - 獨資,,李訓忠,登記種類: ,,,基隆市政府,大豐行,,,,,,,,,
04634293,台昶工業有限公司,基隆市中正區新豐里新豐街二九四號一九樓,500000,1975-12-17,2003-06-27,核准設立,,余福潮,登記種類: ,,,經濟部中部辦公室,台昶工業有限公司,,,,,,,,,
09691981,力順工程行,基隆市中正區中船路5巷38號1樓,200000,2006-05-29,2017-06-15,核准設立 - 獨資 (核准文號: 1060001219),,是,設立日期: ,室內輕鋼架工程業,,基隆市政府,鄭世國,登記種類: ,商業登記,營業人名稱: ,力順工程行,統一編號: ,09691981,營業地址: ,基隆市中正區正船里中船路５巷３８號１樓,使用統一發票: 
09919585,輝旺玻璃行,基隆市中正區砂灣里正榮街１１０巷３號１樓,10000,2008-11-05,2008-11-05,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,鄭進輝,營業人名稱: ,,,,,,,,
10616167,利通理貨行,基隆市中正區港通里中正路12號3樓,1500000,2008-05-14,2018-12-05,核准設立 - 獨資 (核准文號: 1070002529),,登記種類: ,商業登記,,,基隆市政府,蔡新清,營業地址: ,,,,,,,,
